demo[ZCTA5],[Mexicanos],[Negros],[Blancos],[Latinos],[Asiaticos],[Otros - no hispanos]
15106,82,1554,16794,115,201,553
43540,69,0,1284,0,3,52
30308,242,5210,9241,646,1350,347
31328,0,48,3321,10,0,59
53520,89,1,6275,3,71,83
13464,21,19,1311,0,11,8
44251,4,0,888,2,0,5
54473,40,0,2406,0,23,25
85018,7209,1042,26192,1119,1371,1654
85013,4159,1077,12787,1070,727,1551
82420,10,0,960,0,0,17
15108,175,2391,36374,692,1297,1108
35542,0,16,1202,0,0,0
13461,10,99,2857,86,9,2
60613,3078,2850,36205,2783,2933,1670
65591,0,0,2019,0,0,0
61103,2602,4673,15208,531,192,512
82414,442,219,14278,156,142,306
85014,6899,2185,14328,1124,925,1855
31329,297,2092,6819,41,28,285
15110,6,3185,1605,71,5,662
64434,1,0,395,0,0,14
64436,0,0,796,0,2,16
65603,0,0,191,0,6,0
54475,6,0,1518,39,12,18
64429,383,1361,10667,88,110,536
13440,475,1959,36643,1873,472,835
60611,718,1008,22964,774,5353,746
31405,1258,17288,15860,1210,510,916
65605,519,3,11233,31,48,355
85023,6732,1595,21133,999,1395,1474
15129,78,235,9420,134,482,246
82334,60,11,307,0,0,1
30303,261,3592,1770,306,386,262
13439,4,63,3445,25,31,44
53511,6481,4209,33968,970,564,2572
85024,2003,456,19601,454,1152,887
64428,4,15,747,6,0,8
65606,31,11,3301,0,50,182
43534,82,2,1607,5,0,8
15131,0,298,7864,42,60,1
31406,791,13300,19000,762,802,1036
82332,0,0,160,48,12,0
13438,2,17,3464,58,14,43
44260,9,2,13407,35,8,51
54479,98,39,3972,0,0,41
30297,7302,11410,4188,1429,2165,1086
85027,4752,1434,23900,845,2590,1704
61107,2298,2718,23332,703,1229,1210
82335,0,0,59,0,0,0
85022,9764,1248,33545,1902,1833,2077
44256,592,1496,57961,515,897,876
31401,234,8585,9835,846,456,297
15120,54,3628,13892,315,135,468
64431,0,0,335,0,0,12
85019,15166,1778,4866,1058,849,709
13452,18,17,4349,78,0,36
53516,0,2,2266,19,7,10
82401,1073,66,6307,96,15,200
44255,0,42,8188,85,14,37
85020,8143,1262,21455,863,634,1121
13450,0,3,71,0,0,3
30305,193,2028,18562,602,1254,425
13454,0,4,692,0,9,0
64430,4,0,684,8,18,10
65604,73,27,3966,24,43,37
82336,41,22,278,0,29,29
31404,435,21502,8176,665,428,565
43535,102,0,808,10,0,12
54476,363,61,16679,74,1272,394
85021,11887,3566,19109,1710,1615,2535
36024,0,489,4416,67,0,111
13441,0,13,42,0,0,0
35540,0,0,2284,0,0,35
15126,67,89,6870,114,167,85
53515,19,9,2106,6,12,15
15122,125,1986,16904,181,29,684
65590,40,0,1121,0,0,29
36020,0,469,560,0,0,18
31327,0,148,96,0,0,0
61091,0,0,82,28,0,0
44236,378,1069,22165,390,950,383
84781,0,0,118,0,0,0
13480,11,8,3388,22,0,20
82433,3,0,968,8,0,91
54467,320,30,12837,23,446,353
31321,104,1466,4931,182,43,203
53526,0,0,607,0,0,0
65584,1041,2145,6570,640,172,777
84782,0,0,762,81,0,0
15087,0,0,220,0,0,0
13478,20,10,2792,0,0,21
30312,487,11856,8552,551,554,464
82432,0,0,306,0,0,10
64441,0,0,163,0,0,0
84783,12,0,492,0,0,0
43543,88,5,7586,149,124,90
13477,0,13,1711,0,0,0
60615,1379,22934,10276,1033,3287,1348
44240,103,2656,33281,578,1516,1326
15088,5,7,479,20,0,4
82431,410,23,2851,58,24,38
31322,484,7072,14216,1049,915,810
15086,0,0,292,17,0,9
35545,0,0,86,0,0,0
30313,216,4116,4246,449,1701,303
43545,860,71,12871,82,87,240
64444,0,2,1319,2,10,19
82440,0,0,146,0,0,8
31318,0,0,283,0,0,0
61089,3,0,707,3,2,7
53528,30,10,5803,75,32,64
15084,18,429,9020,101,18,212
54466,42,1,2758,5,2,38
13485,0,4,1072,5,0,7
84776,18,0,617,24,0,6
30314,181,20198,1770,455,517,329
64443,35,0,1093,7,2,4
65586,0,0,63,0,0,0
44235,0,0,1952,0,0,12
13484,0,0,259,0,0,0
31320,58,2803,4911,157,108,276
84779,52,2,412,5,3,3
82435,765,22,10573,281,33,275
15085,0,53,7636,0,25,24
65583,306,1426,8710,265,162,383
82434,0,0,135,0,0,0
53527,544,59,9332,358,631,94
13483,0,0,238,0,0,0
84780,1649,79,19682,484,171,697
64442,2,0,792,1,0,5
36016,41,2495,2234,27,1,55
53525,262,24,3457,4,21,183
54469,44,27,1495,28,0,47
84784,0,0,2920,6,0,0
85006,17273,954,7355,1053,175,994
44243,59,530,3269,66,266,235
30310,149,27272,1730,403,194,566
60614,2858,2831,55493,2078,4441,2116
65589,0,0,313,0,0,0
82423,5,0,133,0,0,21
15102,105,331,28083,205,465,629
43541,74,2,116,4,0,0
54471,8,0,1772,26,36,22
13471,31,15,3319,43,11,90
31326,562,2720,15009,591,405,571
53522,0,0,1113,0,0,6
85007,6779,2236,3854,599,506,487
13470,0,0,663,16,0,0
35543,0,0,1337,0,0,37
85008,31481,7288,15118,2100,729,2774
82422,0,0,77,0,0,0
15104,58,4695,3214,175,10,687
61102,4780,5547,6797,737,342,601
30309,244,3361,16134,716,1742,832
53521,33,18,3599,35,19,60
13469,0,10,1016,0,0,136
44250,0,192,925,0,0,0
85009,34670,2083,6397,1671,148,1037
64437,2,1,547,0,24,2
65582,0,14,2130,0,0,20
64438,0,0,215,0,0,4
82426,320,0,2272,91,12,65
36017,161,1292,1390,15,0,3
13476,0,38,2833,148,160,33
64440,21,0,702,0,0,22
15089,28,112,5956,52,0,6
82430,1,0,108,0,0,0
84790,1895,167,33722,1395,274,2016
31323,0,943,321,5,0,9
30311,858,34096,540,862,74,359
13475,0,0,43,0,0,0
35544,7,42,592,2,0,0
43542,0,18,3441,0,0,0
13472,0,0,137,0,0,0
44241,239,1170,14508,163,277,294
85003,2580,874,4661,425,191,348
65588,73,0,2575,0,0,148
15090,69,487,20355,190,2372,338
82428,0,0,117,0,0,0
61101,2362,8049,8987,373,256,595
13473,0,0,534,15,0,0
64439,24,38,1355,0,82,178
54470,67,24,1966,30,0,31
31324,605,3286,17578,1326,565,545
85004,1379,384,2985,254,100,107
15101,261,481,22447,201,915,201
53523,46,15,4665,7,1,36
84722,49,0,697,0,18,0
83211,2303,16,3444,33,0,124
53555,155,33,7953,28,110,81
14718,22,142,2056,92,15,27
30545,10,16,766,0,12,5
43787,0,41,2654,0,10,60
54165,202,13,6880,2,5,508
14135,0,0,110,0,0,4
84020,1693,242,39458,1509,1634,1096
35671,293,756,942,27,0,0
83427,11,0,1870,15,0,0
44017,175,1188,16481,448,466,329
30755,621,382,7354,85,8,36
60970,366,181,6331,47,75,46
14717,7,0,492,3,0,8
84018,0,0,86,0,0,0
65243,26,18,2368,40,3,33
14136,8,24,4833,177,0,115
64781,0,0,103,0,0,0
83425,134,0,590,0,0,0
53946,293,5,4179,52,70,42
60911,30,26,1502,0,0,4
30757,0,0,2188,78,65,95
53944,54,5,1968,6,0,29
54166,228,79,14364,139,126,1620
60973,8,0,417,11,12,0
30543,1351,83,2743,37,1,67
83424,0,0,250,0,0,0
14132,86,147,5316,33,97,492
64783,11,0,835,6,0,0
14719,0,16,3387,98,2,44
64780,5,0,437,0,15,16
44021,21,63,5798,49,2,98
35816,373,8795,3198,164,313,704
14134,0,0,125,0,0,0
84021,196,0,3538,75,11,99
65244,0,0,288,13,0,6
30756,92,0,33,0,0,0
84022,94,14,354,13,20,53
43786,0,0,23,0,0,7
53947,0,0,130,0,0,0
14716,13,309,2508,228,3,53
60969,0,0,32,0,0,0
14714,0,0,516,0,0,8
60912,3,5,433,7,1,0
84013,10,4,817,4,6,97
64788,43,0,1533,0,18,25
30547,18,231,2789,30,13,9
44011,236,1930,19135,451,354,183
14143,0,4,1148,5,15,36
83433,0,0,4,0,0,4
84010,1906,175,40516,1487,627,1064
54161,194,0,2628,11,5,91
53949,88,47,5572,31,15,116
14145,0,16,1728,0,0,0
43793,0,33,4807,39,14,159
30751,0,0,11,0,0,0
35672,278,822,4054,13,16,921
35811,1193,6226,18936,219,190,1250
14141,36,67,7114,85,4,118
30752,217,57,7747,0,49,157
84017,487,0,3709,0,4,33
30546,70,35,6269,29,17,78
14138,0,4,2074,39,0,35
30753,208,116,5651,677,41,114
44012,250,383,21626,382,156,424
64784,0,2,1331,0,0,8
43788,0,0,722,0,0,15
83428,5,0,384,0,7,3
54162,11,33,8744,43,15,84
84015,5259,1036,51073,3678,1376,1941
14139,22,0,2254,0,141,0
14715,3,12,2740,15,16,38
53948,137,120,7757,44,13,109
84014,415,166,15437,295,182,232
83431,28,0,678,0,0,7
65240,12,129,8122,43,0,83
83429,0,0,740,14,0,29
84023,0,0,222,0,0,0
14131,13,12,5119,128,56,54
14720,0,0,651,42,13,6
60901,4878,10697,19120,466,370,619
14726,0,0,2119,24,0,3
30540,1662,75,15271,1187,116,435
61001,3,1,1001,18,0,12
84031,0,0,282,3,0,2
83406,814,56,16005,212,81,542
64772,269,183,12743,20,126,295
14120,46,740,41918,900,585,675
30805,22,486,2067,77,0,78
43782,0,0,693,9,0,11
65250,20,0,546,2,0,18
53939,4,0,245,0,0,6
84029,360,18,8856,118,223,356
44024,231,270,22489,295,147,261
14724,0,3,2475,3,5,19
54171,39,4,3622,42,0,11
14113,10,0,550,0,0,0
83404,1196,32,20826,458,320,564
30807,0,48,20,0,0,7
14111,0,21,3461,40,21,195
43780,0,0,1695,26,0,19
64770,17,9,984,0,8,21
83402,3411,146,19370,455,156,487
30538,0,57,2376,0,0,0
30808,119,716,3030,42,4,124
35660,141,1914,6357,130,58,467
83414,0,0,604,0,0,0
65251,283,1368,18494,175,192,717
14112,0,0,0,0,0,0
44026,51,9,10904,86,26,0
14727,14,6,4954,43,26,94
35896,0,562,98,11,6,0
53937,5,0,1048,1,0,3
64771,0,12,537,0,0,0
84032,1773,2,17502,891,290,396
84033,181,0,1027,9,0,20
14125,14,46,3601,60,11,66
35661,115,2666,13570,127,64,319
65248,0,388,3681,25,4,110
65247,0,0,548,0,0,17
54169,84,0,2566,7,35,36
30802,8,1449,4421,85,55,125
30542,3498,2178,27410,2332,529,702
14129,24,6,1120,7,48,334
14721,0,0,119,0,0,0
84025,314,373,20198,295,292,525
83421,0,0,178,0,0,0
83422,612,0,2512,25,0,12
44022,64,432,15301,265,394,280
35670,108,253,6184,34,0,141
14130,0,0,118,10,0,0
83423,362,0,456,62,0,9
64779,0,0,2667,0,0,67
84024,0,0,107,0,0,0
65246,0,4,95,0,0,0
53943,15,0,1047,0,0,3
14712,0,36,3341,7,0,0
64778,0,0,718,0,0,0
14722,3,24,315,8,4,27
54170,149,0,3317,8,0,40
64776,49,55,3397,7,11,132
84028,127,0,582,0,0,39
14723,0,6,1096,1,3,7
83420,208,0,2114,85,0,50
14126,0,0,510,0,0,0
30541,150,0,1463,0,0,0
84026,17,0,227,0,31,1235
30803,5,178,646,0,1,12
35824,50,2111,4050,382,438,177
53941,114,27,2962,10,0,5
43783,0,0,4674,0,18,0
60910,78,11,348,22,6,12
60974,15,3,359,0,0,8
44023,14,668,16462,107,108,144
14127,62,268,29027,528,491,202
84027,0,0,454,0,0,3
84034,0,0,39,0,0,118
65239,11,0,1278,0,0,8
83434,90,0,1485,3,0,75
83869,184,0,4223,24,26,169
30739,54,109,5305,362,10,53
14625,0,54,9799,257,136,108
65230,21,19,636,0,2,41
14204,11,6046,1437,840,122,231
60963,26,3,2122,3,12,20
35806,174,6847,12248,340,832,775
35739,65,390,4538,102,191,172
54155,105,52,4409,0,212,1982
83868,24,0,803,26,0,7
43812,126,298,17911,94,79,288
64835,10,26,1565,98,4,110
14206,243,2496,16234,757,69,553
43985,0,0,138,0,0,0
83450,376,9,724,0,0,9
64834,219,66,9081,0,283,279
83449,0,0,212,2,0,0
30555,12,0,2116,4,2,73
53955,16,43,5358,41,26,120
35677,6,9,1358,64,8,0
14627,29,109,1763,75,425,105
30554,205,377,6706,170,92,118
54156,2,0,1465,7,0,20
83871,7,13,2032,4,14,75
64833,0,0,71,0,0,0
14202,11,807,1785,695,37,84
30738,0,1,3486,15,0,40
43811,0,0,814,2,0,0
83448,393,16,2218,86,7,14
30740,633,174,7024,31,98,193
83870,15,0,194,0,0,96
14626,47,1520,25936,1437,871,689
60915,857,282,8882,116,103,75
43986,0,0,2345,0,11,28
14203,20,953,591,178,49,16
65231,87,4,2719,38,3,45
53954,95,9,6503,10,65,72
53956,185,7,3034,5,9,28
83867,0,0,594,3,0,0
83454,16,0,457,8,0,19
30558,57,209,5343,23,155,82
65203,685,5123,45233,644,3099,1931
14621,292,15573,5227,11179,623,1201
14210,147,1035,11476,930,337,454
60917,22,0,543,0,3,3
35740,23,261,2877,0,0,252
83860,120,22,5206,87,14,143
53960,54,8,3390,38,0,41
54153,129,51,6812,36,43,145
43977,2,16,2366,6,0,16
30735,441,72,5242,43,8,13
14211,103,16521,3169,629,943,652
83455,736,18,4466,77,0,62
83858,694,40,12798,88,0,528
83861,108,13,6001,22,38,96
60962,70,0,464,0,0,2
14209,38,3093,3595,475,232,260
64840,106,0,2855,25,0,58
30557,85,414,3885,67,21,89
65215,3,8,231,5,4,19
14207,70,3553,10941,5578,2143,1098
64836,2138,235,16710,3291,137,751
83451,162,20,776,0,0,28
14623,243,2296,18059,854,3587,884
83866,0,0,95,0,0,0
14624,144,3945,29150,1160,661,634
54154,86,8,5214,3,73,90
83864,562,21,16947,117,15,403
83452,364,0,1211,0,11,81
53959,368,27,13075,149,98,240
14622,16,634,9997,1057,149,99
43983,0,0,412,67,0,34
30736,702,824,38628,689,492,755
43821,0,4,3985,9,0,29
14208,31,8938,1769,340,198,238
14201,56,2121,4881,4052,199,402
60964,489,578,3958,27,36,121
43988,96,0,2058,26,0,19
84004,90,17,9692,51,64,334
44004,668,1722,26872,1327,153,1347
60913,31,26,1254,5,2,80
35810,1378,20992,5588,430,245,998
53951,358,17,2002,77,9,27
64804,745,822,31059,504,607,1904
30549,589,1780,19247,662,472,376
14709,10,0,1496,10,20,16
83440,1441,210,32305,860,374,722
14169,0,0,201,0,0,0
65236,38,76,1380,0,5,52
30747,93,2444,13142,104,33,180
84003,1237,335,41789,707,545,1592
64830,0,1,555,0,0,7
14708,0,0,209,0,0,0
83436,61,5,327,0,0,0
43802,0,0,1147,0,0,0
54160,4,0,277,4,4,14
14168,0,0,16,58,0,22
84007,36,0,627,0,0,0
30548,201,852,15315,577,425,193
14150,53,1094,36793,1376,714,1065
44010,1,4,1390,37,2,12
14711,5,0,1924,51,12,39
83435,81,1,254,0,0,0
84006,54,0,416,0,0,13
14170,0,0,2569,70,0,16
30750,22,71,4623,46,55,88
14167,9,47,1695,6,2,0
64801,726,1238,32437,195,405,1915
84005,1365,169,22876,600,223,768
65237,1,8,738,3,8,14
60968,38,0,299,10,0,7
35673,379,307,6065,110,28,476
14710,10,0,3142,30,22,33
53950,153,368,4894,43,34,138
84002,0,0,368,0,0,8
30746,0,0,1423,0,0,0
54159,0,0,1358,0,0,13
53953,21,0,186,0,0,0
54157,0,12,5340,83,131,140
14173,0,0,396,0,0,0
83874,0,0,23,0,0,0
43805,0,0,16,0,0,0
30553,534,655,6200,25,0,89
64832,12,0,564,0,0,60
44001,322,68,19640,523,89,271
83445,732,0,5970,158,19,141
83873,20,0,1232,12,16,26
14174,32,33,5201,29,10,107
65232,4,0,265,0,0,0
30741,210,1174,26906,501,249,752
83872,0,0,550,21,0,12
35808,39,528,749,112,42,122
83446,0,0,31,0,0,0
14701,191,1351,34549,2664,171,1144
64790,2,3,892,21,15,5
83444,415,3,616,1,9,16
60914,1631,2718,23452,314,512,559
43804,18,21,4091,0,2,40
44003,5,7,4510,111,0,74
53952,33,19,3132,10,5,62
83442,1473,6,18741,175,32,471
30552,0,8,1511,129,2,155
60966,28,15,1432,14,0,35
14171,0,0,1865,44,0,145
14706,18,34,5906,16,132,92
14707,0,0,181,8,0,4
83443,82,0,948,0,0,27
35674,501,2250,14666,31,78,515
64831,606,23,4985,16,156,519
65233,170,1073,9963,94,32,462
14172,0,45,2933,0,6,15
83876,83,0,1075,6,0,475
30742,0,519,7037,0,175,171
84001,14,3,803,9,0,6
14728,0,0,921,0,0,11
53936,216,520,1611,93,7,148
83401,6494,232,32196,402,326,985
83330,1628,0,4463,230,98,192
14754,1,0,581,0,0,3
65265,440,827,13323,93,32,605
14061,0,0,268,12,1,26
43766,33,93,1536,5,0,24
64745,34,0,186,0,0,0
53923,127,30,1894,38,15,27
54207,0,0,180,0,0,0
84063,29,0,174,0,0,99
44048,0,63,2593,13,0,35
14062,54,45,2831,61,6,76
30824,430,8031,8667,10,45,278
83332,293,12,2353,0,0,87
14753,0,4,990,25,0,22
30525,500,146,5933,61,0,84
84064,47,2,838,0,0,2
30828,0,2665,1522,37,44,24
64744,133,0,7438,0,0,327
14060,0,0,316,11,0,22
14756,0,0,103,0,0,0
83327,82,0,803,0,0,5
43764,14,36,8340,15,0,140
61014,35,0,1303,0,0,39
65270,284,1210,15370,80,125,712
54208,47,14,6024,11,0,136
30523,282,248,11266,48,19,247
35906,121,1014,8492,93,185,54
84066,818,45,9660,279,84,1350
83328,333,8,5074,103,49,124
35648,4,17,2910,20,27,89
53922,5,6,880,0,1,14
44049,0,0,245,0,0,0
84065,1592,145,37304,600,416,1086
14755,13,49,2860,122,0,78
60712,198,262,7094,451,4471,161
14059,26,3,9989,0,69,0
30830,382,8146,5651,105,20,74
61013,0,6,462,3,2,3
83333,2141,5,8195,312,65,106
83335,599,8,1223,22,2,50
53925,35,38,7625,25,72,170
30822,0,0,870,0,0,0
14067,0,68,5340,156,27,100
65263,29,0,1934,4,11,23
14748,5,0,505,0,1,231
30528,354,514,21789,438,30,403
61012,913,4,1738,26,0,30
84057,7243,419,27675,1877,819,1700
44046,0,12,2063,0,0,32
83336,1411,30,3613,60,42,123
35650,14,733,12310,0,0,1385
64748,21,8,1017,22,0,99
14068,0,207,6042,205,623,64
14747,0,0,2112,43,3,71
84058,3602,530,25256,1621,872,1810
64747,55,27,3560,9,0,128
14066,0,17,1081,0,0,3
14750,0,31,4150,17,102,0
14063,202,342,12742,682,222,348
65264,0,11,708,0,0,8
35649,0,8,104,1,0,0
14752,0,0,198,0,0,0
64746,3,0,1418,34,0,46
84061,0,0,390,0,0,0
53924,8,5,1425,16,7,8
84062,1841,225,41635,1288,634,1123
30527,26,0,4299,0,0,45
44047,0,111,8613,106,38,86
14065,0,0,1721,1,0,3
30823,33,911,910,0,0,55
54205,32,3,2038,12,3,39
43767,1,18,1168,44,0,2
84060,1276,88,6404,80,180,88
83334,451,0,1393,26,4,46
60714,2203,806,20216,799,4968,738
64743,0,0,189,0,0,2
14058,272,23,1676,30,3,32
84067,4232,308,30018,1542,631,1688
14047,81,23,6149,99,0,38
61016,166,126,4137,52,128,118
35950,3721,528,14979,1831,11,272
84075,983,453,24120,599,262,399
35646,8,1190,2944,81,8,86
54211,0,0,258,0,0,1
14770,0,2,2755,25,17,37
30520,156,742,3896,60,0,12
64739,15,5,700,2,0,37
83321,219,0,316,16,0,7
65276,1,17,1597,0,7,30
14048,778,618,9416,3236,86,215
84074,4001,361,40404,1555,263,1434
14769,0,0,927,0,0,0
44053,361,1321,13083,2615,252,405
53913,723,176,18205,342,275,765
44054,142,207,10815,1109,65,250
84076,0,0,551,0,0,67
30904,147,11669,11575,592,440,342
83316,1680,8,7383,172,10,117
44055,1793,2349,8510,7062,169,540
53911,28,3,1268,22,23,2
14042,10,0,3864,57,2,27
14774,0,0,139,4,0,0
60706,820,115,19452,1623,1518,76
30905,682,2118,3540,842,224,623
43761,0,0,45,0,0,0
84078,2209,133,26192,516,104,827
64738,7,0,900,0,0,6
14043,67,364,22674,552,147,200
83318,4812,35,11405,351,79,310
30519,1723,8365,26611,3141,4030,1258
14772,7,11,3736,78,3,81
83320,202,0,616,12,0,0
65278,11,5,117,7,0,0
43760,0,11,2145,0,44,110
53916,1328,24,20110,186,82,821
30903,16,0,744,0,39,0
83322,0,0,21,0,0,0
43762,11,59,5699,40,85,101
53919,89,8,2619,13,0,18
14055,0,0,1485,19,0,32
84070,2512,254,20977,1040,854,651
83324,147,0,621,0,0,4
30833,0,2017,1276,27,24,40
54209,47,2,1227,10,0,15
30522,0,0,857,0,0,0
64742,71,8,2183,0,16,45
14757,6,95,3136,85,32,51
35907,118,158,7906,0,178,62
14057,55,3,8012,55,10,19
84069,0,0,439,3,0,0
44050,20,67,6433,115,0,12
83325,130,0,631,5,0,0
53920,15,0,399,0,0,7
65274,12,45,1871,0,8,14
30821,0,407,359,0,0,1
14760,42,745,16763,16,326,343
65275,13,74,2321,50,0,48
14051,99,294,17456,465,1396,398
64740,19,0,1708,0,0,105
84073,0,0,220,0,0,0
54210,0,1,934,10,5,41
60707,7211,4208,21688,8294,1478,572
14052,152,73,15881,172,67,179
84072,0,0,398,0,0,5
44052,1152,5422,15444,5877,176,994
14767,0,0,1853,38,0,22
30521,246,302,3950,8,297,98
64741,0,0,300,0,0,0
61015,1,0,779,0,0,0
83323,290,0,1512,0,8,27
35647,0,18,800,0,0,56
14054,52,20,1159,14,0,43
84071,50,0,1135,44,0,0
30901,96,13245,1872,417,23,196
54204,20,6,1655,6,2,24
84056,447,251,2111,239,169,137
53926,9,0,1611,5,0,14
44035,787,8152,49005,2413,550,2756
53933,137,542,3662,54,65,181
30535,261,90,6546,134,367,174
14098,53,39,2707,24,13,40
83350,4469,15,7524,215,11,157
14735,1,2,2732,8,0,20
84041,5275,734,36934,2568,1253,2198
30813,1669,9155,22256,2236,775,1729
54175,0,0,827,0,0,7
64763,9,0,1490,0,0,18
43778,0,0,1229,0,0,9
14101,0,0,2161,0,0,20
65256,29,27,1689,24,11,17
83352,1119,0,2027,63,0,111
61007,15,0,478,0,0,8
84042,795,0,8971,371,222,318
60805,1711,4689,12800,301,138,210
65257,0,0,1720,4,0,12
14094,324,2207,44081,1254,475,1122
35903,437,5395,10507,513,16,238
83348,0,0,145,0,0,0
14737,44,17,4003,32,18,25
84044,5809,73,18718,1871,478,722
30534,907,159,26712,259,366,642
44039,287,486,28842,914,533,828
53932,96,50,2239,26,10,18
84040,840,410,19928,302,655,1380
14092,12,94,10276,214,321,482
54177,0,4,2887,0,3,49
64762,7,0,1514,0,0,86
43777,0,0,4519,9,0,102
84043,2102,56,51728,1635,585,2015
83349,218,0,930,30,9,19
14736,0,0,243,0,0,0
35653,1390,690,7016,2454,85,273
30814,165,1653,5913,296,61,207
30812,0,100,251,0,0,0
14733,14,33,3675,59,36,39
44032,11,105,2144,141,0,26
84037,637,202,34102,482,321,634
43779,0,0,938,0,0,0
53935,12,0,295,0,0,0
14108,0,50,5649,33,0,24
84036,1206,39,4744,86,8,83
83355,1796,0,2613,143,0,42
30537,232,0,1122,11,28,0
60827,1024,26338,770,278,42,412
64769,12,0,440,0,0,46
65254,39,49,1817,0,0,48
61006,40,3,1674,8,23,29
14729,0,0,801,1,3,8
54173,0,13,4032,0,0,0
84035,0,0,314,0,0,0
14109,16,67,965,85,14,27
44028,40,4,8490,51,85,238
30809,972,5515,33792,1160,2214,1026
61008,7059,704,24633,1091,427,638
14731,0,13,1191,29,0,10
14105,0,3,4187,28,8,77
53934,112,49,4325,17,8,71
64765,0,0,26,0,0,11
14102,0,0,1290,0,0,0
83353,76,18,1172,4,47,46
14732,0,0,119,5,0,0
84039,30,0,826,15,20,44
30536,132,63,7541,147,78,91
35901,218,6091,12520,559,233,395
14103,80,577,9159,396,123,266
65255,58,7,3709,11,81,92
54174,14,0,2648,6,14,175
83354,0,0,0,0,0,0
35654,793,537,6542,206,8,88
64767,89,0,532,0,0,44
30810,18,93,1880,0,0,9
44030,194,1086,14056,319,93,243
84038,0,0,240,6,0,0
64841,80,3,390,0,13,11
14091,0,0,690,16,0,210
64761,44,0,1280,38,4,20
54202,12,4,1258,9,0,0
84053,34,0,692,41,0,236
43771,0,0,1588,27,0,22
83340,555,2,3791,110,50,1
61011,25,0,2161,47,117,7
44044,87,1906,12251,288,11,254
30818,34,78,442,141,0,0
14075,201,447,41197,698,148,421
84052,115,0,1033,63,8,235
30530,288,222,5835,90,40,220
35651,0,55,1216,0,7,234
14742,0,22,254,0,0,40
53929,0,44,2660,75,0,38
83341,921,0,6787,5,33,113
64755,10,0,2656,10,0,91
14072,158,270,18948,721,404,234
14743,0,63,1592,10,0,18
64752,12,0,697,23,2,12
53928,0,0,123,0,0,0
43768,0,3,341,0,0,7
83337,0,0,26,0,0,0
35905,62,346,5811,0,0,214
14069,0,1,841,0,0,0
84055,132,0,1087,0,7,0
64750,0,0,441,0,0,8
44045,6,8,328,2,4,0
65260,0,0,658,0,0,17
65262,72,26,815,2,1,0
14070,50,579,4701,241,115,670
30529,275,1310,7786,413,66,271
84054,1186,55,14110,1354,582,1445
30820,0,270,855,29,0,116
14744,0,111,2004,73,62,9
83338,6131,12,12795,673,84,391
65261,0,7,826,3,0,3
60803,5886,3742,12110,632,127,265
84051,29,0,431,0,0,8
14080,24,1,4157,0,11,56
14741,0,8,2224,6,2,57
35652,123,292,7660,54,40,169
84047,6102,854,21658,1823,1269,1287
14739,1,1,2683,0,13,68
83346,535,9,1276,13,0,80
64759,108,20,7987,115,69,157
14085,3,39,7117,120,0,29
44040,13,46,2663,52,189,37
61010,212,11,7592,0,0,82
54180,182,32,3003,16,25,21
43773,2,1,3349,0,17,40
53931,0,0,238,2,0,0
14086,23,350,31208,537,247,510
14738,0,9,3454,46,0,22
83347,761,0,2088,34,36,111
65258,0,0,413,0,0,0
30815,443,22911,13281,1050,565,1732
84046,15,0,492,0,0,12
84045,640,265,20763,622,289,404
30533,917,548,22734,269,118,615
30816,20,501,1264,26,0,0
54201,101,59,5078,22,14,19
43772,0,3,1827,0,0,44
30817,56,2492,4833,53,19,51
35904,404,1537,11757,311,54,431
83342,45,0,1418,35,15,35
84050,158,50,10026,125,102,98
44041,47,48,13508,777,56,253
65259,0,42,2671,70,0,57
30531,2302,317,7065,382,242,313
60804,68035,2867,5793,6520,475,282
14740,3,0,1339,11,11,3
